KEGG, CAS,PubChem,ChEBI,NIKKAJI,PDB-CCD,KNApSAcK,3DMET,LIPIDMAPS,GlycomeDB,CCSD,JCGGDB,LipidBank
C05433,7488-99-5,7797,28425,J5.728B, ,C00003765,B00779,LMPR01070258, , , ,VCA0009
C05430, ,7794,28068,J39.830F, ,C00000934,B00776,LMPR01070256, , , ,VCA1003
C05431,502-64-7,7795,16833,J12.234C, ,C00000912,B00777,LMPR01070086, , , , 
C05439,651-54-7,7801,16290,J530.073H, , ,B05022,LMST01010206, , , , 
G02083, , , , , , , , ,18536,19623|36542|37774,JCGG-STR009188, 
C16330, ,47205638,80451,J2.801.818E, , , , , , , , 
G02081, , , , , , , , ,18534,24189|24707|42463,JCGG-STR009186, 
C16332, ,47205640,80453,J2.801.821E, , , , , , , , 
C16335, ,47205643,80456,J2.802.272G, , , , , , , , 
G02086, , , , , , , , ,18538,24179|29718|30275,JCGG-STR009190, 
G02085, , , , , , , , ,18537,14747|25244|48999,JCGG-STR009189, 
C16336, ,47205644,80457,J2.802.273E, , , , , , , , 
C16339, ,47205647,80460,J2.802.276J, , , , , , , , 
C16338, ,47205646,80459,J2.802.275A, , , , , , , , 
G02089, , , , , , , , ,18540,19624|36544|37772,JCGG-STR009193, 
G02088, , , , , , , , ,18539,358|359|30973,JCGG-STR009191, 
C13129,83105-70-8,585193,32170,J386.045K, , , , , , , , 
C10474,499-35-4,12657,6575,J2.773.258E, ,C00002755,B03879, , , , , 
C10475,1963-36-6,12658,27952,J199.786F, ,C00002757,B03880, , , , , 
C10476,1929-30-2,12659,29015,J199.748C, ,C00002758,B03881, , , , , 
C10477,3843-74-1,12660,6856,J46.681F, ,C00002759,B03882, , , , , 
C10470,537-73-5,12653,27794,J6.365G,4FE,C00002752,B03875, , , , , 
C10471,2345-17-7,12654,5972,J13.258F, ,C00002540,B03876,LMPK12050384, , , , 
C10472,120-58-1,12655,6054,J5.328G, ,C00002753,B03877, , , , , 
C10473,120406-37-3,12656,6090,J2.773.242I, ,C00002754,B03878, , , , , 
C10478,6379-72-2,12661,6877,J15.690F, ,C00002760|C00035131,B03883, , , , , 
C10479,76076-04-5,12662,7055, , ,C00002761,B03884, , , , , 
C13783, ,854028,35040,J925.683K, , , , , , , , 
C13782,57186-25-1,854027,34907,J31.896E, ,C00023582, , , , , , 
C13781,61036-64-4,854026,34994, , , , , , , , , 
C13780,105431-72-9,854025,34823,J399.573I, , , , , , , , 
C13787, ,854032,34176,J1.642.289D, , ,B04576,LMFA01020001, , , , 
C13786,14176-10-4,854031,34619,J8.485I, , , , , , , , 
C13785, ,854030,34989,J23.863E, , , , , , , , 
C13784, ,854029,34990,J1.388.964C, , , , , , , , 
C13789,1394-02-1,854034,35022,J147.072H, , , , , , , , 
C13788, ,854033,35039,J1.639.150F, , , , , , , , 
C18661,2595-54-2,124489335,38718, , , , , , , , , 
C18660,23560-59-0,124489334,38693, , , , , , , , , 
C18663,6923-22-4,124489337,38728, , , , , , , , , 
C18662,1113-02-6,124489336,38730, , , , , , , , , 
C18665,640-15-3,124489339,38962, , ,C00018849, , , , , , 
C18664,301-12-2,124489338,38735, , , , , , , , , 
C18667,10265-92-6,124489341,38721, , , , , , , , , 
C18666,2275-23-2,124489340,38990, , , , , , , , , 
C18669,31218-83-4,124489343,38864, , , , , , , , , 
C18668,22259-30-9,124489342,38491, , , , , , , , , 
G00068, , , , , , , , ,2232,31586|44601,JCGG-STR013266, 
C11785,466-97-7,13949,7633,J5.905F, , , , , , , , 
C11784, ,13948,4752,J143.635J, , ,B05544, , , , , 
C11787,62-67-9,13951,7458,J4.825I, , , , , , , , 
C11786,639-46-3,13950,7002,J6.930B, , , , , , , , 
C11781,2784-73-8,13945,2168,J330.682H, , , , , , , , 
C11780, ,13944,2184,J66.328J, , , , , , , , 
C11783, ,13947,6941,J15.953K, ,C00024459|C00024472,B04315, , , , , 
C11782,509-60-4,13946,4575,J6.251K, , , , , , , , 
C11789,3734-52-9,13953,6799,J8.227I, , , , , , , , 
C11788,3882-38-0,13952,7303,J64.745D, , , , , , , , 
G08816, , , , , , , , ,23262,42505,JCGG-STR014278, 
C13874, ,854119,34773,J2.787.064C, , ,B05661, , , , ,EEL1042
C13877, ,854122,34083|60286|73124,J773.256B, , ,B05664,LMGP02010009, , , , 
C13876, ,854121,34084,J2.787.069D, , ,B05663, , , , , 
C13871, ,854116,34042,J362.286J, , ,B05659, , , , , 
C13870,60-01-5,854115,35020,J4.798H, , , , , , , , 
G08810, , , , , , , , ,23257,3354,JCGG-STR014272, 
C13872, ,854117,34606,J576.786E, , ,B05660, , , , ,EEL3006
C13878, ,854123,34085,J2.787.074K, , ,B05665, , , , , 
G08818, , , , , , , , ,23264,3377|3379,JCGG-STR014280, 
C17179,59403-81-5,135626093, , , ,C00011574, , , , , , 
C10788,476-66-4,12971,4775,J5.977C,REF,C00011153,B04124, , , , , 
C10789,486-90-8,12972,9524,J17.837C, ,C00002238,B05485, , , , , 
C10786,54274-32-7,12969,9438,J2.779.752K, ,C00002237, , , , , , 
C10787,91-10-1,12970,955,J27.321J,3DM,C00002646|C00032269,B04123, , , , , 
C10784,1244-58-2,12967,3359,J14.354E, ,C00002642,B04121,LMPK13120003, , , , 
C10785,501-26-8,12968,146,J167.345I, ,C00002643,B04122, , , , , 
C10782,6882-66-2,12965,9198,J15.613B, ,C00002235,B04120, , , , , 
C10783,90-39-1,12966,28827,J4.317F, ,C00002236, , , , , , 
C10780,2122-29-4,12963,8813,J14.860A, ,C00002233, , , , , , 
C10781,529-78-2,12964,8837,J102.936C, ,C00002234,B05484, , , , , 
C11439, ,13611, , , , , , , , , , 
C11438, ,13610,3252,J1.283.608B|J1.608.793I, , , , , , , , 
C11437, ,13609,16493,J866.535D,DXP,C00007292,B04265, , , , , 
C11436, ,13608,16840,J1.304.453H,SUD, ,B04264, , , , , 
C11435, ,13607,16578,J1.231.800F,CDM,C00034394,B04263, , , , , 
C11434, ,13606,17764,J865.583I, ,C00007297,B04262, , , , , 
C11433,834-99-1,13605,27753,J101.757H, , , , , , , , 
C11432,2433-56-9,13604,27528,J130.703G, , , , , , , , 
C11431,66226-25-3,13603,28668|37094,J2.774.408G, , , , , , , , 
C11430,484-17-3,13602,28820,J69.853I, , , , , , , , 
C06715, ,8939,15492,J2.763.627F, , , , , , , , 
C20902, , , , ,AAL, , , , , , , 
C20904, , , , ,NAK, , , , , , , 
C19208,126-99-8,124489880,39481, , , , , , , , , 
C19209,6459-94-5,124489881,82302, , , , , , , , , 
G00629, , , , , , , , ,17620,906|6535|8667|9213|9790|9942|10856|10928|20894|24906|38455,JCGG-STR008189, 
G00628, , , , , , , , ,17619,3034|18568|18851|20013|25157|32925|37814|39503|40610|46432|47170,JCGG-STR008187, 
G00625, , , , , , , , ,17616,10461|10487|13393|13403|13931|15936|16697|17483|17484|17814|27023,JCGG-STR008184, 
C19201,3068-88-0,124489873,82296, , , , , , , , , 
G00627, , , , , , , , ,17618,9971|10468|10476|13023|13401|13488|13497|13500|13504|17485|17813|27024,JCGG-STR008186, 
G00626, , , , , , , , ,17617,10466|10479|10944|13024|13400|13487|13489|13491|13503|17486|17812|31724,JCGG-STR008185, 
C19204,115-28-6,124489876,76603, , , , , , , , , 
G00620, , , , , , , , ,17613,1693|4373|6789|6790|6791|18779|20528|24920|28850,JCGG-STR008181, 
G00623, , , , , , , , ,3965,682|888|889|890|2655|2656|3498|4549|4966|4968|6656|8651|8726|10847|10878|11131|11799|12407|13777|14159|14328|14891|15292|15818|16105|17075|17495|19014|19042|19149|19461|19672|20090|20638|21602|21619|21653|21896|21902|22059|22587|22822|23152|24279|24305|24322|24540|24795|25225|25238|25437|25713|25720|25806|26350|27230|27518|27525|27610|28272|28980|28994|29222|29245|30004|32151|32626|32821|33173|33872|36298|36444|37380|38308|40396|43509|44287|44589|46388|50201,JCGG-STR024882, 
G00622, , , , , , , , ,17615,6093|6111|6112|6113|6155|6156|6682|11815|13846|18267|21390|37997,JCGG-STR008183, 
G07398, , , , , , , , ,10108,1966,JCGG-STR000124, 
G07399, , , , , , , , ,2526,18580,JCGG-STR016398, 
G07394, , , , , , , , ,22237,10950,JCGG-STR013177, 
G07396, , , , , , , , ,22238,27604,JCGG-STR013178, 
G07390, , , , , , , , ,22234,19980,JCGG-STR013174, 
G07391, , , , , , , , ,22235,19983,JCGG-STR013175, 
G07392, , , , , , , , ,22236,40923,JCGG-STR013176, 
G09060, , , , , , , , ,23426,32673,JCGG-STR014456, 
G09061, , , , , , , , ,23427,32773,JCGG-STR014457, 
G09062, , , , , , , , ,23428,24392,JCGG-STR014458, 
G09063, , , , , , , , ,23429,26449,JCGG-STR014459, 
G09064, , , , , , , , ,23430,22446,JCGG-STR014461, 
G09067, , , , , , , , ,23431,13131,JCGG-STR014462, 
G09068, , , , , , , , ,23432,28921,JCGG-STR014463, 
G09069, , , , , , , , ,23433,32145,JCGG-STR014464, 
C20019,82810-44-4,135626485, , , , , , , , , , 
C20018,64296-25-9,135626484, , , , , , , , , , 
C20011,196309-94-1,135626477, , , ,C00043851, , , , , , 
C20010,209733-45-9,135626476, , , , , , , , , , 
C20013, ,135626479, , , , , , , , , , 
C20012,97564-91-5,135626478, , , , , , , , , , 
C20015,82983-92-4,135626481, , , , , , , , , , 
C20014, ,135626480, , , , , , , , , , 
C20017,53126-64-0,135626483, , , ,C00012628, , , , , , 
C20016,122271-91-4,135626482, , , , , , , , , , 
G06114, , , , , , , , ,21307,18478,JCGG-STR012186, 
G06117, , , , , , , , ,21309,11364,JCGG-STR012188, 
G06116, , , , , , , , ,21308,24553,JCGG-STR012187, 
G06111, , , , , , , , ,21304,18476,JCGG-STR012183, 
G06110, , , , , , , , ,21303,21931,JCGG-STR012182, 
G06113, , , , , , , , ,21306,10680|12357,JCGG-STR012185, 
G06112, , , , , , , , ,21305,18458,JCGG-STR012184, 
G06119, , , , , , , , ,8232,19432|24484|32575|34384|50370,JCGG-STR029436, 
G06118, , , , , , , , ,21310,3768,JCGG-STR012190, 
G06548, , , , , , , , , ,9039, , 
G12408, , , , , , , , ,24880,662|663,JCGG-STR016000, 
G06549, , , , , , , , ,21639,28012,JCGG-STR012546, 
G06546, , , , , , , , ,21637,672,JCGG-STR012544, 
G12409, , , , , , , , ,22708,24391,JCGG-STR013683, 
C18723,10/3/2439,124489397,74889, , , , , , , , , 
C09401,57498-84-7,11592,4770,J13.882G, ,C00003253, , , , , , 
C09400,5140-50-1,11591,3956,J13.437F, ,C00001840,B02934, , , , , 
G01200, , , , , , , , ,17976,955|11978|24044|24604|25081,JCGG-STR008575, 
G01201, , , , , , , , ,17977,9075|13844|16131|18151|26912,JCGG-STR008576, 
G01202, , , , , , , , ,3741,295|14479|16024|19551|23193,JCGG-STR024639, 
G01203, , , , , , , , ,17978,10188|21841|29803|31059|31780|39488|40457, , 
C12261, ,14406,31068,J1.415.765D, , , , , , , , 
C12260, ,14405,31030,J997.939E, ,C00027613, , , , , , 
G00151, , , , , , , , ,17374, ,JCGG-STR007925, 
C09432,64439-43-6,11623,4927,J18.164A, ,C00003270,B02962, , , , , 
C09433,57718-77-1,11624,4928,J13.894K, ,C00003271,B02963, , , , , 
G01237, , , , , , , , ,17996,1652|37967|38607|42118|44981,JCGG-STR008596, 
C09431,55520-20-2,11622,4926,J12.424I, ,C00003269,B02961, , , , , 
C09436,38456-36-9,11627,4931,J16.551D, ,C00003274,B02966, , , , , 
C09437,33853-87-1,11628,4933,J19.846C, ,C00003275,B05353, , , , , 
C09434,10191-01-2,11625,4929,J16.370H, ,C00003272,B02964, , , , , 
G01232, , , , , , , , ,4479,10963|14767|19587|30422|38257,JCGG-STR025426, 
C09438,52259-65-1,11629,28954,J34.247E, ,C00001857,B02967, , , , , 
C09439,39204-36-9,11630,4934,J2.769.846H, ,C00003276,B05354, , , , , 
G01239, , , , , , , , , ,1653|37968|38608|42116|44979, , 
G01238, , , , , , , , ,223,2090|2987|2990|5197|13316,JCGG-STR013243, 
C00711,617-48-1,3977,6650,J237.180D, , ,B00157, , , , , 
C00712,112-80-1,3978,16196,J2.460K,OLA,C00001232,B00158,LMFA01030002, , , ,DFA0111
C00713,33401-87-5,3979,7912,J208.896G, , , , , , , , 
C00714,9000-69-5,3980,17309,J203.740H, , , , , , , , 
C00715,2236-60-4,3981,44992,J38.136E,PE0, ,B00159, , , , , 
C00716,302-84-1,3982,17822,J44.435I, , , ,LMFA01100045, , , , 
C00717, ,3983,17522, , , , , , , , , 
C00718,9005-82-7,3984,28102,J209.104F, , , , , , , , 
C00719,107-43-7,3985,17750,J5.058J,BET,C00007291,B01318, , , , , 
C08527,466-75-1,10720,5600,J82.226D, ,C00001571,B02197, , , , , 
C08526,357-70-0,10719,42944,J11.407C,GNT,C00001570,B02196, , , , , 
C08525,639-41-8,10718,3914,J22.568A, ,C00001569,B02195, , , , , 
C08524,58189-38-1,10717,3475,J123.505B, ,C00001568,B02194, , , , , 
C08523,64937-89-9,10716,3418,J1.638.702I, ,C00001567,B02193, , , , , 
C08522,74483-60-6,10715,3417,J2.766.098C, ,C00001566,B05262, , , , , 
C08521,477-12-3,10714,3383,J12.441I, ,C00001565,B02192, , , , , 
C08520,24585-19-1,10713,70240,J2.766.082G, ,C00001564,B02191, , , , , 
G08490, , , , , , , , ,23033,3385,JCGG-STR014033, 
C08529,98900-01-7,10722,6101,J2.766.275G, ,C00001573,B02199, , , , , 
C08528,477-17-8,10721,5724,J12.396J, ,C00001572,B02198, , , , , 
G08491, , , , , , , , ,23034,4614,JCGG-STR014034, 
C06701,13598-36-2,8926,16215|44976,J96.461A,2PO|PHS, ,B01029, , , , , 
G08924, , , , , , , , ,23338,38003,JCGG-STR014359, 
G08495, , , , , , , , ,23036,1987,JCGG-STR014036, 
G10778, , , , , , , , ,2971,5101|7820|30811,JCGG-STR020896, 
G10779, , , , , , , , ,2622,5107|7377|7844|12755|29525|30810|37986|40437,JCGG-STR017443, 
G10772, , , , , , , , ,2621,5090|7190|7444|9391|11469|16374|24888|25750|42689,JCGG-STR017433, 
G10773, , , , , , , , ,4566,5091|7793|7794|7795,JCGG-STR025521, 
G10770, , , , , , , , ,2619,5087|7080|7756|7757|7758|11715|45809,JCGG-STR017411, 
G10771, , , , , , , , ,2975,5089|7774|7775|11714|45834,JCGG-STR020900, 
G10776, , , , , , , , ,5385,5098,JCGG-STR026379, 
G10777, , , , , , , , ,2941,5100|7821|7823|9030|30812|35762|49255,JCGG-STR020768, 
G10774, , , , , , , , ,1549,5095|7803|15335|18933|41732|45824,JCGG-STR005993, 
G10775, , , , , , , , ,2970,5097|7804|7805|7807|11921|45819|46615,JCGG-STR020895, 
C04130, ,6816,28444,J2.746.933G, , , , , , , , 
C04131, ,6817,35735, , , , , , , , , 
C16025, ,47205336,75431,J1.551.972J, , , , , , , , 
C12258, ,14403,31238,J2.420.109K, , , , , , , , 
C12259, ,14404,31020,J953.339G, ,C00027638, , , , , , 
C12256, ,14401,31017,J1.705.230F, , , , , , , , 
C12257,476-33-5,14402,31025,J5.975G, ,C00024649|C00028351, , , , , , 
C12254, ,14399,31019,J1.108.864C, ,C00026817, , , , , , 
C12255, ,14400,31142,J689.319H, , , , , , , , 
C12252, ,14397,31077,J1.404.114A, , , , , , , , 
C12253, ,14398,31920,J2.518.368A, ,C00028732, , , , , , 
C12250, ,14395,31222,J33.882F, ,C00024363, , , , , , 
C12251, ,14396,31084,J1.218.776I, , , , , , , , 
C08383,2179-58-0,10579,6854,J45.899F, ,C00001257, , , , , , 
C08382,292-46-6,10578,6408,J5.458E, ,C00001256, , , , , , 
C08381,506-52-5,10577,28415,J6.230H, ,C00001255, ,LMFA05000002, , , ,DLL0002
C08380,110-43-0,10576,5672,J5.091A,HTX,C00001254,B02178,LMFA12000004, , , , 
C08387,557-61-9,10583,28243,J10.708E, ,C00001263, ,LMFA05000003, , , ,DLL0003
C20545, ,172232285, , , , , , , , , , 
C08385,2606-50-0,10581,32948,J591.343H, ,C00001261, ,LMFA05000088, , , , 
C08384,630-03-5,10580,7613,J529K, ,C00001260,B02179,LMFA11000005, , , , 
G02393, , , , , , , , ,18756,14832|43002,JCGG-STR009430, 
C08389,32157-29-2,10585,8475,J1.802.424A, ,C00001266, , , , , , 
C08388,629-62-9,10584,28897,J1.702G,MYS,C00001265,B02180,LMFA11000006, , , , 
G02392, , , , , , , , ,18755,35685|35686,JCGG-STR009429, 
C16023, ,47205334,80250,J2.802.613G, , , , , , , , 
G02390, , , , , , , , ,18753,29703|30110,JCGG-STR009427, 
G12848, , , , , , , , ,27447, ,JCGG-STR018769, 
G12849, , , , , , , , ,27442, ,JCGG-STR018764, 
G12842, , , , , , , , ,24994, ,JCGG-STR016123, 
G12840, , , , , , , , ,27480, ,JCGG-STR018805, 
C01249, ,4469,17109,J2.732.000G, , ,B04787, , , , , 
C01241, ,4462,15958, , , , ,LMGP0201AA00, , , , 
C01240, ,4461,18271, , , , , , , , , 
C01243, ,4464,18228,J386.725K,I3S, ,B01421, , , , , 
C01242, ,4463,16882, , , , , , , , , 
C01245,85166-31-0,4466,16595,J260.291A,I3P,C00007460,B01422, , , , , 
C01244, ,4465,17131,J62.842E, , ,B00263, , , , , 
C01247, ,4468, , , , , , , , , , 
C01246, ,4467,15812, , , , ,LMPR03080014, , , , 
C17378, ,96023731, , , , , , , , , , 
C17379,1317-36-8,96023732,81045,J43.839A, , , , , , , , 
C17376,85414-26-2,96023729,81043,J2.631.867J, ,C00018575, , , , , , 
C17377, ,96023730,81044,J133.884F, ,C00018325, , , , , , 
C17374,82475-10-3,96023727,81041,J2.806.287G, ,C00018451, , , , , , 
C17375,85414-25-1,96023728,81042,J221.705H, ,C00018574, , , , , , 
C17372, ,96023725,81039,J146.631C, ,C00018244, , , , , , 
C17373,82510-13-2,96023726,81040,J2.806.286I, ,C00018450, , , , , , 
C17370, ,96023723,81037,J22.965B, , , , , , , , 
C17371,72615-19-1,96023724,81038,J135.697F, ,C00018303, , , , , , 
C11239,115104-28-4,13418,6619,J364.035C, , , , , , , , 
C11238,133052-90-1,13417,41072,J491.386H,BI1, , , , , , , 
C11235,75736-33-3,13414,4506,J286.770B, , , , , , , , 
C11234,98106-17-3,13413,4537,J22.039F, , , , , , , , 
C11237,1806-98-0,13416,791,J386.923G, , ,B04213,LMST05010025, , , , 
C11236,102993-22-6,13415,7572,J484.606K, , , , , , , , 
C11231,114977-28-5,13410,4672,J314.049K,TXL, , , , , , , 
C11230,56420-45-2,13409,47898,J81.933F,DM6, , , , , , , 
C11233,131-11-3,13412,4609,J5.557C, , , , , , , , 
C11232,140-22-7,13411,4641,J5.651K, , , , , , , , 
C17998,86630-31-1,96024218,81449,J139.294H, ,C00018507, , , , , , 
C17999, ,96024219,73078, , , , , , , , , 
C17992, ,96024212,81443,J122.676B, , , , , , , , 
C17993, ,96024213,81444,J247.927C, , , , , , , , 
C17990, ,96024210,81441,J122.677K, , , , , , , , 
C17991,72523-64-9,96024211,81442,J122.675D, ,C00018249, , , , , , 
C17996, ,96024216,81447,J122.680K, , , , , , , , 
C17997,56283-52-4,96024217,81448, , , , , , , , , 
C17994, ,96024214,81445,J122.679G, , , , , , , , 
C17995, ,96024215,81446,J122.678I, , , , , , , , 
G09262, , , , , , , , ,23558,27365,JCGG-STR014599, 
G09263, , , , , , , , , ,39545, , 
G09260, , , , , , , , , ,39546, , 
G09261, , , , , , , , , ,19483, , 
G09266, , , , , , , , , ,26776, , 
G09264, , , , , , , , ,23559,16136,JCGG-STR014600, 
G09265, , , , , , , , ,23560,25067,JCGG-STR014602, 
G09268, , , , , , , , ,23561,10342,JCGG-STR014603, 
C04598, ,7195,36707, , , , , , , , , 
C04599,28289-54-5,7196,17963,J22.909A, , , , , , , , 
C04592, ,7190,15565,J463.417I, , , , , , , , 
C04593, ,7191,15607,J1.534.785F,MIC, ,B01764, , , , , 
C04590, ,7189,16206,J548.475H, , , ,LMGP10060002, , , , 
C04596,72-55-9,7193,16598,J2.817G, , ,B00737, , , , , 
C04597, ,7194,27670,J1.902.178E, , , , , , , , 
C04594, ,7192,15654,J2.752.160F, , ,B00736,LMFA02000281, , , , 
C15266, ,17396263,79768,J2.792.281C, , , , , , , , 
C15267, ,17396264,79769,J2.792.290B, , , , , , , , 
C15264, ,17396261,79766,J128.945D, , , , , , , , 
C15265, ,17396262,79767,J111.650I, , , , , , , , 
C15262, ,17396259,79764,J2.793.152I, , , , , , , , 
C15263, ,17396260,79765,J2.792.280E, , , , , , , , 
C15260, ,17396257,79762,J127.989K, , , , , , , , 
C15261, ,17396258,79763,J39.550A, , , , , , , , 
C15268,14985-26-3,17396265,79770,J595.103H, , , ,LMPK13090027, , , , 
C15269, ,17396266,79771,J2.792.293G, , , , , , , , 
C05979,71-23-8,8258,28831,J1.422B,POL, ,B00883,LMFA05000101, , , , 
C05977, ,8257,37296|73332, , , , , , , , , 
C05976, ,8256, , , , , , , , , , 
C05974, ,8254,37646, , , , ,LMGP0305AA00, , , , 
C05973, ,8253,28936, , , , ,LMGP0205AA00, , , , 
C04628,104302-77-4,7217,28890,J372.864A, ,C00000760,B01766, , , , , 
C04625, ,7215,16106,J2.752.430C, , ,B00740, , , , , 
C04627, ,7216,28495, , , , , , , , , 
C04620, ,7210, , , , , , , , , , 
C04621, ,7211,15659,J2.190C, , , , , , , , 
C04622, ,7212,15660,J2.752.417F, , , , , , , , 
C04623,50-29-3,7213,16130,J2.295K, , ,B00739, , , , , 
C03483, ,6295,18334, ,AQP, ,B01663, , , , , 
C03485, ,6297,17987|33857,J4.009F,10, ,B00591, , , , , 
C03486, ,6298,15868,J2.066.948I, , , , , , , , 
C03359,1570-64-5,6197,1800,J33.994F, , , , , , , , 
G06357, , , , , , , , ,21504,20580,JCGG-STR012403, 
G06355, , , , , , , , ,21503,8183,JCGG-STR012402, 
G06353, , , , , , , , ,21502,8184|31019,JCGG-STR012401, 
G06352, , , , , , , , ,21501,8150,JCGG-STR012400, 
G06350, , , , , , , , ,21500,8152|31018,JCGG-STR012399, 
G01617, , , , , , , , ,18232,10176|12512|15569|16952|23734|26168,JCGG-STR008857, 
G06359, , , , , , , , ,21506,38460,JCGG-STR012405, 
G06358, , , , , , , , ,21505,45382,JCGG-STR012404, 
C02288, ,5344,5932, , , , , , , , , 
C02289,529-01-1,5345,6041,J37.660D, ,C00010890,B00416, , , , , 
C02284,1405-86-3|103000-77-7,5341,15939|29807,J1.238F|J126.638A, ,C00003522,B01558, , , , , 
C02287,80-69-3,5343,16513,J4.253F,TTN, ,B00415, , , , , 
C02280, ,5337,18038|42660,J969.615F,GDC,C00007455,B01556, , , , , 
C02282, ,5339,29166, , , , , , , , , 
C02283,1449-05-4|471-53-4,5340,30853,J298.634E|J5.943I,CBW,C00003521,B01557,LMPR0106150014, , , ,SST0204
G02850, , , , , , , , ,9479,15910,JCGG-STR030792, 
G08609, , , , , , , , ,23119,9242,JCGG-STR014124, 
G08608, , , , , , , , ,23118,50407,JCGG-STR014123, 
G03659, , , , , , , , ,19587,39710,JCGG-STR010334, 
C06999,83799-24-0,9212,5050,J413.164I, , , , , , , , 
G03655, , , , , , , , ,19584,50849,JCGG-STR010331, 
G03654, , , , , , , , ,19583,7191,JCGG-STR010330, 
G08601, , , , , , , , ,23113,10541,JCGG-STR014118, 
G08600, , , , , , , , ,23112,42303,JCGG-STR014117, 
G03651, , , , , , , , ,19581,29801,JCGG-STR010328, 
C06991,41340-25-4,9204, , , , , , , , , , 
G03653, , , , , , , , ,19582,28913,JCGG-STR010329, 
G03652, , , , , , , , ,16892,434,JCGG-STR007423, 
G02853, , , , , , , , ,10211,11652|16268,JCGG-STR000239,GSG1200|GSG1432
C17778,28371-16-6,96024097,74131,J14.990J, ,C00036708, , , , , , 
C03354,4104-45-4,6194,16696,J146.566J, , ,B00580, , , , , 
C17779, ,96024098,81331,J658.918I, , , , , , , , 
C03357, ,6196,28684,J2.741.590C, , , , , , , , 
G01615, , , , , , , , ,18230,2273|3028|41642,JCGG-STR008855, 
C03356, ,6195,1656,J2.741.589J, , , , , , , , 
C02756,9002-17-9,5713, , , , , , , , , , 
C02757, ,5714,27848, , , , , , , , , 
C02755, ,5712, , , , , , , , , , 
C02752,675-10-5,5709,16458,J86H, ,C00037933, , , , , , 
C02753, ,5710,16392,J967.575B, , , , , , , , 
C02750, ,5708,16210,J2.739.777H, , ,B00495, , , , , 
C02758,581-05-5,5715, ,J253.631E, , , , , , , , 
C02759,72936-74-4,5716,29060,J909.024J, ,C00034794,B04864,LMPR0102120007, , , , 
C06667,103059-93-4,8892,3734,J41.468I, ,C00017761, , , , , , 
C06664,59995-64-1,8889,9542,J20.130H, ,C00018212, , , , , , 
C06665,64221-86-9,8890,471744,J32.525B, , , , , , , , 
C06662,58001-44-8,8887,48947,J14.640D,J01,C00018091,B02085, , , , , 
C06663, ,8888,7768, , , , , , , , , 
C06660, ,8885,15423,J1.206.329F, , ,B02083, , , , , 
